"","ID","Country","CID","startdate","enddate","status","progress","Duration","finished","recordeddate","responseid","distributionchannel","userlanguage","q_recaptchascore","q1","q108","q109","q_example1","q_example_2","example1payoff","series_1_question","series2_question","series3_question","followuplotteries_1","followuplotteries_2","followuplotteries_3","trust","farm_risks_1","farm_risks_2","farm_risks_3","farm_risks_4","farm_risks_5","risk_attitude_1","risk_attitude_2","risk_attitude_3","risk_attitude_4","gender","birth","birth_4_text","hhsize","hhsize_4_text","children","children_4_text","hh_income","wealth","education","q85","q85_8_text","q80","q80_8_text","q86_4","q100","q101_1","q90","q90_4_text","q99","q99_5_text","q92","q92_4_text","q93","q102","share_subsidies_1","q17","Age","NbChildren","EducSup","Trust","FarmSize","LandOwned","IndivOwner","Difficult","ChoiceRandom","ToomanyLot","Sex","IDfarm","pw","DateEnquete"
"240",240,"France_I","France_I8","2021-08-05 14:13:39","2021-08-05 14:35:40",0,100,  00:22:00,1,"2021-08-05 14:35:40","R_1OjEjGhcfrLoT5O","anonymous","FR",NA,1,NA,1,3,6,NA,12,0,0,1,1,1,4,3,3,4,4,3,6,4,4,4,1,4,1986,4,"1",4,"0",5,9,4,8,215,"8",1,10,2,NA,1,NA,NA,NA,1,"",1,4,100,"",35,0,1,0,2.16,0.1,1,1,1,1,"Males",NA,NA,NA
"241",241,"France_I","France_I9","2021-08-05 16:36:02","2021-08-05 16:56:53",0,100,  00:20:51,1,"2021-08-05 16:56:55","R_3fkENLTkpE0yt7a","anonymous","FR",NA,1,NA,1,3,6,NA,7,14,4,3,3,3,1,2,1,2,3,1,5,6,4,4,1,4,1962,4,"3",4,"0",11,9,4,8,220,"8",1.19,19,1,71,1,NA,NA,NA,2,"",NA,4,62,"",59,0,1,1,2.2119,0.19,0,3,3,3,"Males",NA,NA,NA
"242",242,"France_I","France_I10","2021-08-05 17:19:34","2021-08-05 18:03:15",0,100,  00:43:41,1,"2021-08-05 18:03:16","R_2uqUBFVAso0C53t","anonymous","FR",NA,1,NA,1,3,6,4,6,0,1,3,2,2,4,2,3,3,2,3,6,4,4,4,1,4,1964,NA,"",NA,"",1,NA,4,NA,NA,"8",0,20,2,NA,1,NA,NA,NA,1,"",NA,4,100,"",57,NA,1,0,0,0.2,1,3,2,2,"Males",NA,NA,NA
"243",243,"France_I","France_I11","2021-08-05 17:36:21","2021-08-05 18:15:34",0,100,  00:39:12,1,"2021-08-05 18:15:35","R_2D1B0hIjyf9D8iq","anonymous","FR",NA,1,NA,1,3,6,4,6,6,4,84,2,2,4,3,3,3,3,3,6,6,6,6,1,4,1957,4,"2",4,"0",10,16,3,8,100,"8",15,12,2,NA,24,NA,NA,NA,1,"",8,13,36,"",64,0,0,0,1.15,0.12,1,4,2,2,"Males",NA,NA,NA
"244",244,"France_I","France_I12","2021-08-05 17:32:45","2021-08-05 18:21:20",0,100,  00:48:34,1,"2021-08-05 18:21:20","R_2xVhDhNhY3uGgAI","anonymous","FR",NA,1,NA,1,3,6,NA,8,8,4,84,2,84,1,2,2,4,3,2,7,7,7,7,1,4,1960,4,"2",4,"0",6,9,3,8,280,"8",0,29,2,NA,1,NA,NA,NA,2,"",5,5,12,"Dommage que les concepteurs de Mileos soient encore si frileux,on doit pouvoir faire beaucoup mieux",61,0,0,1,2.8,0.29,0,4,2,4,"Males",NA,NA,NA
"245",245,"France_I","France_I13","2021-08-05 18:57:48","2021-08-05 19:58:30",0,100,  01:00:41,1,"2021-08-05 19:58:32","R_2RWbWVcjpC5bZ35","anonymous","FR",NA,1,NA,1,3,6,4,11,10,2,84,84,84,1,2,2,3,2,2,6,6,6,5,1,4,1958,4,"2",4,"0",9,9,2,8,128,"8",0,50,1,98,1,NA,NA,NA,2,"",5,13,19,"",63,0,0,1,1.28,0.5,0,4,4,4,"Males",NA,NA,NA
"246",246,"France_I","France_I14","2021-08-05 20:51:44","2021-08-05 21:37:06",0,100,  00:45:21,1,"2021-08-05 21:37:08","R_1ImFHcEskplBDUb","anonymous","FR",NA,1,NA,1,3,6,4,9,13,0,2,85,85,4,2,2,2,3,2,6,6,7,6,1,4,1972,4,"4",4,"2",11,13,4,8,110,"8",0,0,1,75,1,NA,NA,NA,1,"",NA,13,45,"",49,2,1,0,1.1,0,1,2,5,5,"Males",NA,NA,NA
"247",247,"France_I","France_I15","2021-08-06 12:41:00","2021-08-06 13:28:12",0,100,  00:47:12,1,"2021-08-06 13:28:13","R_1mUYAyschpgrH1K","anonymous","FR",NA,1,NA,1,3,6,NA,1,0,7,1,1,3,1,2,1,3,4,2,4,4,4,4,1,4,1967,4,"4",4,"2",9,16,3,8,74,"8",0,NA,1,78,1,NA,NA,NA,2,"",1,13,40,"",54,2,0,1,0.74,NA,0,1,1,3,"Males",NA,NA,NA
"248",248,"France_I","France_I16","2021-08-06 12:02:01","2021-08-06 13:29:22",0,100,  01:27:21,1,"2021-08-06 13:29:24","R_9XMXemEsi4iV8sN","anonymous","FR",NA,1,NA,1,3,6,4,0,0,7,84,1,3,4,1,2,3,4,2,4,4,4,4,1,4,1987,4,"2",4,"0",10,16,4,8,232,"8",0,20,1,15,1,NA,NA,NA,2,"",1,13,51,"",34,0,1,0,2.32,0.2,0,4,1,3,"Males",NA,NA,NA
"249",249,"France_I","France_I17","2021-08-06 11:22:09","2021-08-06 14:09:03",0,100,  02:46:53,1,"2021-08-06 14:09:05","R_YPJP4VKd9FexpaF","anonymous","FR",NA,1,NA,1,3,6,NA,0,7,2,1,3,2,4,2,2,3,4,3,6,6,5,5,1,4,1993,4,"2",4,"0",NA,NA,4,8,170,"8",0,35,2,NA,1,NA,NA,NA,2,"",1,4,2,"",28,0,1,0,1.7,0.35,0,1,3,2,"Males",NA,NA,NA
"250",250,"France_I","France_I18","2021-08-06 18:38:12","2021-08-06 19:11:07",0,100,  00:32:55,1,"2021-08-06 19:11:09","R_p6Rl4vR3J8pNKox","anonymous","FR",NA,1,NA,4,3,6,NA,7,5,4,1,1,2,4,3,3,2,4,4,4,4,5,5,1,4,1977,4,"4",4,"2",9,12,4,8,58,"8",10,0,2,NA,1,NA,NA,NA,2,"",1,4,60,"",44,2,1,0,0.68,0,0,1,1,2,"Males",NA,NA,NA
"251",251,"France_I","France_I19","2021-08-07 09:20:15","2021-08-07 09:48:31",0,100,  00:28:16,1,"2021-08-07 09:48:33","R_Zxk0ImQgIRD1t97","anonymous","FR",NA,1,NA,1,3,6,NA,10,0,1,1,1,1,1,1,3,1,3,3,6,4,4,6,1,4,1982,4,"4",4,"2",9,13,4,8,200,"8",6,10,1,15,1,NA,NA,NA,2,"",NA,5,20,"",39,2,1,1,2.06,0.1,0,1,1,1,"Males",NA,NA,NA
"252",252,"France_I","France_I20","2021-08-07 10:10:57","2021-08-07 10:37:06",0,100,  00:26:08,1,"2021-08-07 10:37:08","R_25SkX7tuQOPwlm2","anonymous","FR",NA,1,NA,4,3,6,NA,0,0,7,1,1,1,4,2,2,3,1,2,6,6,6,6,1,4,1957,4,"2",4,"0",NA,9,4,8,410,"8",0,91,1,19,1,NA,NA,NA,2,"",5,13,100,"Je suis producteur de plants de pommes de terre avec irrigation et avec emploi de 12 l d'huile par semaine. je ne sais pas si mileos est utile dans ces conditions, puisque nous sommes toujours en risque maximum.",64,0,1,0,4.1,0.91,0,1,1,1,"Males",NA,NA,NA
"253",253,"France_I","France_I21","2021-08-07 11:23:20","2021-08-07 12:00:24",0,100,  00:37:03,1,"2021-08-07 12:00:25","R_3hym6AGf3THidpX","anonymous","FR",NA,1,NA,4,3,6,NA,2,7,1,2,1,1,4,2,1,3,3,2,5,4,5,7,1,4,1983,4,"3",4,"1",9,9,4,8,133,"8",17,4,2,NA,1,NA,NA,NA,2,"",1,13,NA,"Plus j'utilise l'OAD Mileos et plus je suis sceptique sur la fiabilité de ses alertes (en particulier sur une année terrible comme 2021...)",38,1,1,0,1.5,0.04,0,2,1,1,"Males",NA,NA,NA
"254",254,"France_I","France_I22","2021-08-08 09:17:37","2021-08-08 09:43:54",0,100,  00:26:17,1,"2021-08-08 09:43:56","R_2QsuFUJLKySzDxW","anonymous","FR",NA,1,NA,4,3,6,NA,8,0,1,1,1,1,4,2,1,3,3,2,6,6,4,5,1,4,1997,4,"2",4,"0",5,2,4,8,67,"8",0,0,1,35,1,NA,NA,NA,1,"",NA,4,NA,"",24,0,1,0,0.67,0,1,1,1,1,"Males",NA,NA,NA
"255",255,"France_I","France_I23","2021-08-10 13:17:56","2021-08-10 13:46:44",0,100,  00:28:47,1,"2021-08-10 13:46:45","R_sbcyd2n0HtejSlr","anonymous","FR",NA,1,NA,4,3,6,NA,0,14,7,2,1,2,4,2,2,3,4,3,6,7,6,7,1,4,1965,4,"2",4,"0",10,9,4,8,155,"8",1,100,1,81,1,NA,NA,NA,2,"",5,4,61,"RAS",56,0,1,0,1.56,1,0,2,1,2,"Males",NA,NA,NA
"256",256,"France_I","France_I24","2021-08-12 10:15:14","2021-08-12 11:37:14",0,100,  01:21:59,1,"2021-08-12 11:37:14","R_1GN8VY95xq9zcSZ","anonymous","FR",NA,1,NA,4,3,6,4,5,0,7,3,1,3,4,2,3,2,2,3,4,6,6,4,1,4,1959,4,"2",4,"0",6,9,4,8,120,"8",0,23,1,90,1,NA,NA,NA,2,"",5,13,40,"bonne initiative 
félicitations",62,0,1,0,1.2,0.23,0,3,1,3,"Males",NA,NA,NA
"257",257,"France_I","France_I25","2021-08-05 10:31:26","2021-08-05 11:15:04",0,98,  00:43:37,0,"2021-08-19 10:31:28","R_zfcVZIbnyI2mHV7","anonymous","FR",NA,1,NA,1,3,6,4,5,0,1,85,1,1,4,1,2,2,2,3,6,7,6,6,2,4,1981,4,"5",4,"3",NA,NA,4,NA,NA,"8",25,NA,2,NA,24,NA,NA,NA,1,"",NA,4,NA,"",40,3,1,0,0.25,NA,1,5,1,1,"Females",NA,NA,NA
"258",258,"France_I","France_I26","2021-08-05 11:06:15","2021-08-05 11:22:34",0,70,  00:16:19,0,"2021-08-19 11:06:15","R_3Eine3UJhKYpyBR","anonymous","FR",NA,1,NA,1,3,6,NA,10,14,1,2,2,3,4,3,2,3,3,2,6,6,5,7,1,4,1988,NA,"",NA,"",1,2,4,8,70,"8",5,0,1,30,1,NA,NA,NA,2,"",1,4,NA,"",33,NA,1,0,0.75,0,0,2,2,3,"Males",NA,NA,NA
"259",259,"France_I","France_I27","2021-08-05 12:16:31","2021-08-05 12:26:02",0,44,  00:09:30,0,"2021-08-19 12:16:34","R_2R9XOCBhSYRbMQt","anonymous","FR",NA,1,NA,1,3,6,NA,0,0,0,3,1,3,4,1,1,2,3,3,6,6,6,7,2,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,"",NA,NA,NA,0,NA,NA,NA,3,1,3,"Females",NA,NA,NA
"260",260,"France_I","France_I28","2021-08-06 10:23:46","2021-08-06 11:11:21",0,98,  00:47:35,0,"2021-08-20 10:23:48","R_12iosrJc6goQe9L","anonymous","FR",NA,1,NA,1,3,6,4,7,2,1,2,1,1,1,2,2,3,4,2,5,6,6,7,1,4,1969,4,"4",4,"0",11,9,4,8,101,"8",0,0,1,20,1,NA,NA,NA,2,"",NA,13,34,"",52,0,1,1,1.01,0,0,2,1,1,"Males",NA,NA,NA
"261",261,"France_I","France_I29","2021-08-26 14:38:02","2021-08-26 15:38:13",0,100,  01:00:11,1,"2021-08-26 15:38:14","R_2wjk7Ll7PHbWVGJ","anonymous","FR",NA,1,NA,1,3,6,4,7,12,1,84,1,3,4,2,2,2,3,2,4,4,4,7,1,4,1977,4,"7",4,"0",NA,NA,4,8,430,"8",0,15,2,NA,1,NA,NA,NA,2,"",NA,NA,NA,"",44,0,1,0,4.3,0.15,0,4,1,3,"Males",NA,NA,NA
"262",262,"France_I","France_I30","2021-08-26 17:11:21","2021-08-26 17:36:27",0,100,  00:25:06,1,"2021-08-26 17:36:29","R_25LSLgPAkzKGwbU","anonymous","FR",NA,1,NA,1,3,6,NA,6,14,1,2,1,1,1,1,2,3,3,2,6,6,4,5,1,4,1992,4,"1",4,"0",5,12,4,8,217,"8",20,30,1,12,1,NA,NA,NA,2,"",1,13,70,"",29,0,1,1,2.37,0.3,0,2,1,1,"Males",NA,NA,NA
"263",263,"France_I","France_I31","2021-08-26 20:28:36","2021-08-26 21:10:23",0,100,  00:41:46,1,"2021-08-26 21:10:23","R_73cKLwDKpjODzJT","anonymous","FR",NA,1,NA,4,3,6,4,6,10,5,85,2,1,4,1,2,3,2,2,4,4,1,4,2,4,1981,4,"2",4,"0",NA,NA,4,8,230,"8",0,100,1,15,1,NA,NA,NA,2,"",1,4,99,"Ayant l’habitude de répondre régulièrement à des études et enquêtes, l’approche par la probabilité  de la loterie est pour moi inédite.",40,0,1,0,2.3,1,0,5,2,1,"Females",NA,NA,NA
"264",264,"France_I","France_I32","2021-09-09 20:04:34","2021-09-09 20:23:56",0,100,  00:19:22,1,"2021-09-09 20:23:56","R_Av4zhH4khCPjmoN","anonymous","FR",NA,1,NA,1,3,6,NA,9,9,2,85,85,85,4,1,2,2,3,2,6,6,6,6,1,4,1973,4,"4",4,"2",11,9,4,8,125,"8",1.3,57,2,NA,1,NA,NA,NA,2,"",8,13,23,"bizare la loterie j'espère un gros gain....

cdlt",48,2,1,0,1.263,0.57,0,5,5,5,"Males",NA,NA,NA
"265",265,"France_I","France_I33","2021-09-10 21:53:31","2021-09-10 22:29:21",0,100,  00:35:49,1,"2021-09-10 22:29:22","R_2czmT1n64xQFiJg","anonymous","FR",NA,1,NA,1,3,6,NA,5,12,4,84,1,3,4,1,1,3,4,3,6,6,6,4,1,4,1975,4,"4",4,"2",NA,9,4,8,200,"8",0,80,1,90,1,NA,NA,NA,2,"",5,5,20,"enquête farfelue et malhonnête !  promesse d'argent facile contre participation et réponses à des questions farfelues avec des propositions de réponses trop orientées !   il faut sortir de votre bureau et mettre les pieds dnas les champs. !  je suis prêt à parier une caisse d champagne que vous avez fait de longues études, masi malheureusement vous ne connaissez rien à la réalité du terrain !  et le problème, c'est que des gens comme vous veulent donner des ordres ou des conseils sur la façon de travailler aux agriculteurs, qui EUX , SAVENT ce qu'il faut faire !  la météo n'est pas une science exacte, et l'agriculture est un métier passionnant mais dont la moindre erreur se paie CASH et parfois TRES CHER ! Alors de grâce, par pitié, ARRETEZ de vouloir essayer de prouver par des méthodes foireuses que les agriculteurs ne savent rien, qu'ils polluent à longueur de journée pour le plaisir de polluer et que vous avez de meilleurs méthode de production qu'eux !  Si tel était le cas, il y a bien longtemps que vous auriez racheter toutes les fermes de votre coin pour mettre en pratique vos prétendues méthodes intelligentes . Car, au risque de vous décevoir, non, vous n'avez pas la science infuse !     votre questionnaire débile, avec ces loteries débiles et hors de propos par rapport au sujet étudié,  le prouve parfaitement ! 
et soit dit en passant,  questionnaire complètement  mensonger par rapport à votre explication de justification de votre enquête , quant à son but final  que vous essayer de cacher !  Bref, cela mérite un beau Zéro pointé !",46,2,1,0,2,0.8,0,4,1,3,"Males",NA,NA,NA
"266",266,"France_I","France_I34","2021-09-14 23:14:49","2021-09-14 23:37:42",0,100,  00:22:52,1,"2021-09-14 23:37:44","R_1P5Xa3Mep9yhK1u","anonymous","FR",NA,1,NA,4,3,6,NA,9,0,0,NA,85,NA,4,1,2,3,2,2,4,6,5,4,1,4,1968,4,"5",4,"0",11,13,4,8,240,"8",0,6,1,92,1,NA,NA,NA,2,"",8,5,10,"",53,0,1,0,2.4,0.06,0,NA,5,NA,"Males",NA,NA,NA
"267",267,"France_I","France_I35","2021-09-15 15:55:55","2021-09-15 16:21:40",0,100,  00:25:45,1,"2021-09-15 16:21:42","R_vPM0KMqYXZHh4cN","anonymous","FR",NA,1,NA,1,3,6,NA,4,0,1,3,2,3,4,3,3,3,4,3,5,5,6,5,1,4,1956,4,"2",4,"0",6,9,3,8,191,"8",0,40,1,50,1,NA,NA,NA,2,"",8,5,30,"",65,0,0,0,1.91,0.4,0,3,2,3,"Males",NA,NA,NA
"268",268,"France_I","France_I36","2021-09-15 19:46:33","2021-09-15 20:14:09",0,100,  00:27:35,1,"2021-09-15 20:14:11","R_28FCTd2HG9r9ByU","anonymous","FR",NA,1,NA,1,3,6,NA,5,4,0,84,84,85,4,2,2,3,3,3,4,6,6,6,1,4,1960,4,"2",4,"0",9,13,3,8,90,"8",25,21,2,NA,24,NA,NA,NA,2,"",6,13,10,"",61,0,0,0,1.15,0.21,0,4,4,5,"Males",NA,NA,NA
"269",269,"France_I","France_I37","2021-09-16 20:31:25","2021-09-16 22:40:51",0,100,  02:09:25,1,"2021-09-16 22:40:52","R_23e1z88yU8YIIqt","anonymous","FR",NA,1,NA,1,3,6,NA,3,8,0,85,84,84,1,1,1,3,3,3,6,1,1,1,1,4,1972,4,"5",4,"3",5,16,4,8,214,"8",0,0,2,NA,1,NA,NA,NA,2,"",1,4,100,"",49,3,1,1,2.14,0,0,5,4,4,"Males",NA,NA,NA
"270",270,"France_I","France_I38","2021-09-23 13:32:27","2021-09-23 13:48:14",0,100,  00:15:47,1,"2021-09-23 13:48:16","R_Bxm7qP3odvC9zmp","anonymous","FR",NA,1,NA,1,3,6,NA,0,0,0,1,1,84,4,1,1,1,1,2,6,4,6,6,1,4,1984,4,"3",4,"1",5,16,4,8,450,"8",0,10,1,99,1,NA,NA,NA,1,"",1,4,80,"",37,1,1,0,4.5,0.1,1,1,1,4,"Males",NA,NA,NA
"271",271,"France_I","France_I39","2021-09-24 21:53:34","2021-09-24 22:09:17",0,100,  00:15:42,1,"2021-09-24 22:09:19","R_3rSZOFIX0kT7Eqn","anonymous","FR",NA,1,NA,1,3,6,NA,5,0,7,84,1,2,4,1,2,3,3,3,6,6,4,6,1,4,1985,4,"3",4,"2",5,12,4,8,110,"8",1,7,2,NA,1,NA,NA,NA,1,"",NA,4,30,"Ca change comme enquête et pour une fois c'est très ludique, bravo!",36,2,1,0,1.11,0.07,1,4,1,2,"Males",NA,NA,NA
"272",272,"France_I","France_I40","2021-09-28 21:41:22","2021-09-28 21:59:19",0,100,  00:17:56,1,"2021-09-28 21:59:20","R_3lrDDeShtHIeetb","anonymous","FR",NA,1,NA,1,3,6,NA,7,8,5,2,2,84,4,2,2,1,2,3,6,6,5,4,1,4,1987,4,"1",NA,"",9,13,4,8,235,"8",3,0,1,75,1,NA,NA,NA,1,"",1,13,1,"",34,NA,1,0,2.38,0,1,2,2,4,"Males",NA,NA,NA
"273",273,"France_I","France_I41","2021-09-29 04:50:24","2021-09-29 05:14:02",0,100,  00:23:38,1,"2021-09-29 05:14:07","R_3frg2PxQEiANiif","anonymous","FR",NA,1,NA,4,3,6,NA,0,0,1,84,1,1,1,2,3,3,2,3,6,6,7,4,1,4,1988,4,"4",4,"2",5,12,4,8,100,"8",10,9,1,28,24,NA,NA,NA,1,"",1,4,NA,"",33,2,1,1,1.1,0.09,1,4,1,1,"Males",NA,NA,NA
"274",274,"France_I","France_I42","2021-09-28 19:52:32","2021-09-30 21:09:41",0,100,  49:17:09,1,"2021-09-30 21:09:42","R_O6DJhs7LT4yVYL7","anonymous","FR",NA,1,NA,1,3,6,4,6,0,1,1,1,1,4,1,1,1,3,1,7,7,7,7,1,4,1985,4,"4",4,"2",6,9,4,8,320,"8",20,49,1,1,24,NA,NA,NA,2,"",1,4,100,"",36,2,1,0,3.4,0.49,0,1,1,1,"Males",NA,NA,NA
"275",275,"France_I","France_I43","2021-10-06 15:18:28","2021-10-06 17:22:42",0,100,  02:04:14,1,"2021-10-06 17:22:44","R_3nOYnkv3d9tVIGX","anonymous","FR",NA,1,NA,1,3,6,NA,5,7,4,1,1,84,4,2,1,3,3,3,6,6,6,6,1,4,1985,4,"4",4,"2",10,16,4,8,95,"8",0,65,2,NA,1,NA,NA,NA,1,"",NA,4,80,"Très belle enquête. Mon fils travaille sur Mileos chez ARVALIS.",36,2,1,0,0.95,0.65,1,1,1,4,"Males",NA,NA,NA
"276",276,"France_I","France_I44","2021-10-10 21:20:07","2021-10-10 21:40:41",0,100,  00:20:33,1,"2021-10-10 21:40:43","R_2wNYaTdIT9dJPQp","anonymous","FR",NA,1,NA,4,3,6,NA,5,14,4,2,3,3,4,2,3,2,3,3,5,5,5,5,1,4,1985,4,"1",4,"0",10,16,4,8,75,"8",0.4,15,2,NA,1,NA,NA,NA,2,"",1,13,10,"",36,0,1,0,0.754,0.15,0,2,3,3,"Males",NA,NA,NA
"277",277,"France_I","France_I45","2021-09-28 18:34:13","2021-09-28 19:38:46",0,68,  01:04:32,0,"2021-10-12 18:34:14","R_1esMjUZI7kL6LKO","anonymous","FR",NA,1,NA,1,3,6,NA,5,7,4,3,1,84,4,2,3,2,2,1,6,7,4,6,1,4,1982,4,"1",4,"0",NA,NA,4,8,125,"8",0,60,1,100,1,NA,NA,NA,2,"",1,NA,NA,"",39,0,1,0,1.25,0.6,0,3,1,4,"Males",NA,NA,NA
"278",278,"France_I","France_I46","2021-11-08 17:00:20","2021-11-08 17:23:40",0,100,  00:23:19,1,"2021-11-08 17:23:40","R_3GEdXbWjcP1TOnr","anonymous","FR",NA,1,NA,4,3,6,NA,6,0,1,1,1,2,4,2,2,3,3,2,6,6,5,6,1,4,1972,4,"3",4,"0",5,NA,4,8,350,"8",0,28,1,40,1,NA,NA,NA,3,"",5,5,NA,"",49,0,1,0,3.5,0.28,0,1,1,2,"Males",NA,NA,NA
"279",279,"France_I","France_I47","2021-11-08 17:18:51","2021-11-08 17:37:13",0,100,  00:18:22,1,"2021-11-08 17:37:15","R_3hFHjAJ84IuvTFm","anonymous","FR",NA,1,NA,4,3,6,4,1,14,7,3,1,84,4,2,1,3,3,3,4,4,4,6,1,4,1960,4,"2",4,"0",10,13,4,8,650,"8",0,100,1,50,1,NA,NA,NA,2,"",1,13,100,"",61,0,1,0,6.5,1,0,3,1,4,"Males",NA,NA,NA
"280",280,"France_I","France_I48","2021-11-08 18:03:07","2021-11-08 18:20:55",0,100,  00:17:48,1,"2021-11-08 18:20:57","R_0IZaR9hoq711Ktb","anonymous","FR",NA,1,NA,1,3,6,4,3,0,0,1,1,1,4,2,2,2,2,2,6,6,6,6,1,4,1972,4,"6",4,"4",5,2,3,8,70,"8",20,20,2,NA,24,NA,NA,NA,1,"",5,4,20,"",49,4,0,0,0.9,0.2,1,1,1,1,"Males",NA,NA,NA
"281",281,"France_I","France_I49","2021-11-08 18:08:22","2021-11-08 18:27:05",0,100,  00:18:43,1,"2021-11-08 18:27:07","R_OwBKG3mjrTLJhdv","anonymous","FR",NA,1,NA,1,3,6,NA,8,0,4,1,84,85,1,1,1,3,2,2,4,4,4,4,1,4,1976,4,"6",4,"2",NA,NA,4,8,270,"8",0,20,1,71,1,NA,NA,NA,2,"",1,13,100,"",45,2,1,1,2.7,0.2,0,1,4,5,"Males",NA,NA,NA
"282",282,"France_I","France_I50","2021-11-08 18:44:22","2021-11-08 18:57:52",0,100,  00:13:29,1,"2021-11-08 18:58:05","R_1OThqdVoF8mqfL3","anonymous","FR",NA,1,NA,1,3,6,NA,0,14,0,NA,1,1,4,1,2,3,3,4,1,1,1,1,1,4,1971,4,"4",NA,"",9,9,3,NA,NA,"8",0,62,1,70,1,NA,NA,NA,2,"",1,13,NA,"",50,NA,0,0,0,0.62,0,NA,1,1,"Males",NA,NA,NA
"283",283,"France_I","France_I51","2021-11-08 18:36:13","2021-11-08 18:59:33",0,100,  00:23:20,1,"2021-11-08 18:59:35","R_2dDVBhHSyMaIHtE","anonymous","FR",NA,1,NA,1,3,6,4,4,8,7,3,NA,2,4,2,2,2,3,1,6,5,4,5,1,4,1986,4,"5",4,"3",9,3,4,8,103,"8",0,4,1,71,1,NA,NA,NA,2,"",1,4,100,"",35,3,1,0,1.03,0.04,0,3,NA,2,"Males",NA,NA,NA
"284",284,"France_I","France_I52","2021-11-08 18:41:22","2021-11-08 19:03:15",0,100,  00:21:52,1,"2021-11-08 19:03:17","R_3R943ZCjhVHrdgT","anonymous","FR",NA,1,NA,1,3,6,4,0,10,3,2,2,2,4,1,2,3,3,2,6,6,4,6,1,4,1977,4,"5",4,"1",11,16,4,8,290,"8",4,21,2,NA,1,NA,NA,NA,1,"",5,13,70,"",44,1,1,0,2.94,0.21,1,2,2,2,"Males",NA,NA,NA
"285",285,"France_I","France_I53","2021-11-08 18:38:06","2021-11-08 19:05:22",0,100,  00:27:16,1,"2021-11-08 19:05:22","R_2P0VcLmiUUWspXs","anonymous","FR",NA,1,NA,1,3,6,NA,9,11,7,1,1,84,4,2,2,3,3,2,6,4,4,6,1,4,1960,4,"4",4,"1",10,16,3,8,250,"8",0,2,1,22,1,NA,NA,NA,2,"",5,4,7,"",61,1,0,0,2.5,0.02,0,1,1,4,"Males",NA,NA,NA
"286",286,"France_I","France_I54","2021-11-08 18:57:26","2021-11-08 19:21:24",0,100,  00:23:58,1,"2021-11-08 19:21:26","R_2CxDao0JX5t46lZ","anonymous","FR",NA,1,NA,4,3,6,NA,6,0,1,3,1,2,4,2,1,3,3,2,4,4,6,5,1,4,1978,4,"5",4,"3",9,12,4,8,280,"8",0,10,2,NA,24,NA,NA,NA,2,"",1,5,50,"",43,3,1,0,2.8,0.1,0,3,1,2,"Males",NA,NA,NA
"287",287,"France_I","France_I55","2021-11-08 20:00:08","2021-11-08 20:25:28",0,100,  00:25:19,1,"2021-11-08 20:25:30","R_8AM58Tt1DXIpeCJ","anonymous","FR",NA,1,NA,1,3,6,NA,8,6,2,1,1,1,4,2,2,2,2,2,5,4,1,5,1,4,1977,4,"4",4,"2",9,16,4,8,165,"8",30,20,1,20,1,NA,NA,NA,2,"",NA,13,30,"",44,2,1,0,1.95,0.2,0,1,1,1,"Males",NA,NA,NA
"288",288,"France_I","France_I56","2021-11-08 20:39:49","2021-11-08 20:53:43",0,100,  00:13:53,1,"2021-11-08 20:53:43","R_ePtS9sUmiVAHKXD","anonymous","FR",NA,1,NA,1,3,6,4,4,1,7,1,2,3,4,2,1,2,2,2,6,5,5,4,1,4,1983,4,"5",4,"4",11,NA,4,8,140,"8",0,20,1,100,1,NA,NA,NA,2,"",1,13,24,"",38,4,1,0,1.4,0.2,0,1,2,3,"Males",NA,NA,NA
"289",289,"France_I","France_I57","2021-11-08 20:36:25","2021-11-08 21:01:49",0,100,  00:25:23,1,"2021-11-08 21:01:51","R_1PYj33eRduCR9Ou","anonymous","FR",NA,1,NA,1,3,6,4,12,0,0,84,1,84,4,1,2,2,2,2,6,6,6,6,1,4,1984,4,"5",4,"3",6,16,4,8,185,"8",0,18,1,100,1,NA,NA,NA,2,"",1,5,20,"",37,3,1,0,1.85,0.18,0,4,1,4,"Males",NA,NA,NA
"290",290,"France_I","France_I58","2021-11-08 20:53:14","2021-11-08 21:04:49",0,100,  00:11:35,1,"2021-11-08 21:04:51","R_27UVmGxQtePYuna","anonymous","FR",NA,1,NA,4,3,6,4,12,14,7,3,85,84,4,4,3,4,NA,3,7,5,7,6,1,4,1976,4,"5",4,"3",5,13,3,8,175,"8",45,51,2,NA,24,NA,NA,NA,2,"",4,6,28,"",45,3,0,0,2.2,0.51,0,3,5,4,"Males",NA,NA,NA
"291",291,"France_I","France_I59","2021-11-08 21:20:07","2021-11-08 21:45:38",0,100,  00:25:31,1,"2021-11-08 21:45:40","R_3JgFDZ7zuiJ7Q9Y","anonymous","FR",NA,1,NA,1,3,6,4,5,4,4,2,2,1,4,1,2,4,3,2,1,5,4,6,2,4,1993,4,"1",4,"0",1,NA,4,8,120,"8",5,0,2,NA,1,NA,NA,NA,2,"",NA,4,83,"",28,0,1,0,1.25,0,0,2,2,1,"Females",NA,NA,NA
